Age,Gender,Education Level,Job Title,Years of Experience,Work Hours,Industry,Salary
20,Male,Diploma,Manager,0,47,Private Sector,46803
57,Male,Diploma,Agricultural Worker,37,50,Self-Employed,35421
26,Female,12Th,Service Worker,8,12,Private Sector,42078
44,Male,12Th,Manager,26,60,Self-Employed,44234
29,Male,12Th,Security Officer,11,40,Government,35787
36,Male,12Th,Professional,18,40,Private Sector,117684
40,Male,Iti/Diploma,Technician,20,40,Private Sector,68538
21,Male,Iti/Diploma,Service Worker,1,35,Private Sector,35698
21,Male,Diploma,Technician,1,70,Private Sector,44805
34,Male,Post Graduation,Professional,10,48,Self-Employed,76773
24,Female,Graduation,Manager,2,15,Private Sector,38551
28,Female,10Th,Service Worker,10,40,Private Sector,43509
35,Male,12Th,Transport Worker,17,50,Private Sector,22354
35,Male,12Th,Technician,17,40,Private Sector,38147
38,Female,Graduation,Manager,16,40,Government,24304
44,Female,12Th,Administrative Assistant,26,40,Government,30692
39,Female,Graduation,Service Worker,17,40,Private Sector,54237
57,Female,12Th,Service Worker,39,40,Government,21116
19,Female,Diploma,Sales Representative,0,40,Private Sector,47441
29,Male,Iti/Diploma,Machine Operator,9,48,Private Sector,28846
23,Male,12Th,Machine Operator,5,40,Private Sector,30159
50,Female,12Th,Service Worker,32,40,Private Sector,27051
51,Male,Diploma,Technician,31,20,Self-Employed,39598
28,Male,Iti/Diploma,Technician,8,40,Private Sector,48239
44,Male,Graduation,Sales Representative,22,60,Private Sector,39625
29,Male,Graduation,Professional,7,40,Self-Employed,27934
31,Male,12Th,Transport Worker,13,45,Private Sector,41400
27,Male,Graduation,Technician,5,45,Private Sector,78839
34,Male,Graduation,Manager,12,45,Private Sector,39208
50,Male,Post Graduation,Professional,26,50,Self-Employed,69477
27,Male,Diploma,Service Worker,7,40,Private Sector,147932
31,Female,Iti/Diploma,Administrative Assistant,11,40,Private Sector,42063
46,Male,Iti/Diploma,Technician,26,40,Private Sector,109180
39,Female,Diploma,Administrative Assistant,19,40,Private Sector,25590
40,Male,Graduation,Sales Representative,18,55,Private Sector,148591
28,Male,12Th,Sales Representative,10,40,Private Sector,25450
18,Female,12Th,Sales Representative,0,40,Private Sector,31389
51,Female,12Th,Administrative Assistant,33,40,Private Sector,39933
58,Male,12Th,Sales Representative,40,50,Self-Employed,36429
66,Male,12Th,Sales Representative,48,40,Private Sector,41666
36,Female,12Th,Service Worker,18,20,Self-Employed,41016
38,Female,12Th,Service Worker,20,60,Private Sector,49383
25,Male,Iti/Diploma,Manager,5,40,Private Sector,28755
25,Female,12Th,Service Worker,7,22,Private Sector,49632
70,Male,12Th,Service Worker,52,40,Private Sector,45101
41,Female,Diploma,Administrative Assistant,21,40,Government,33687
34,Female,12Th,Other,16,40,Other,21334
33,Female,Graduation,Professional,11,40,Private Sector,39883
33,Female,12Th,Administrative Assistant,15,40,Private Sector,45958
35,Male,Graduation,Manager,13,45,Private Sector,118401
39,Female,12Th,Technician,21,20,Self-Employed,30798
59,Male,12Th,Sales Representative,41,60,Private Sector,27343
19,Male,Diploma,It Support,0,16,Private Sector,42300
39,Male,12Th,Sales Representative,21,38,Private Sector,25532
19,Male,Diploma,Other,0,40,Other,41187
27,Female,12Th,Service Worker,9,40,Private Sector,42062
52,Male,10Th,Technician,34,40,Private Sector,33422
59,Female,12Th,Service Worker,41,24,Self-Employed,39931
28,Female,Diploma,Technician,8,40,Private Sector,44565
37,Female,12Th,Service Worker,19,50,Private Sector,49597
50,Male,10Th,Other,32,80,Other,29857
36,Male,Graduation,Manager,14,50,Private Sector,68881
34,Male,Graduation,Professional,12,60,Private Sector,75744
23,Male,Diploma,Administrative Assistant,3,40,Private Sector,44568
19,Female,12Th,Other,1,30,Other,40147
33,Male,12Th,Technician,15,80,Private Sector,33204
27,Male,Post Graduation,Professional,3,52,Government,27759
31,Male,Post Graduation,Professional,7,40,Government,21975
21,Male,10Th,Machine Operator,3,36,Private Sector,48091
31,Male,12Th,Manager,13,54,Private Sector,44362
59,Male,12Th,Service Worker,41,40,Private Sector,65208
40,Male,Post Graduation,Professional,16,48,Government,69571
19,Male,12Th,Service Worker,1,40,Private Sector,38073
47,Male,12Th,Transport Worker,29,50,Private Sector,27510
34,Male,Graduation,Technician,12,40,Private Sector,24695
57,Male,12Th,Service Worker,39,78,Private Sector,21199
51,Male,10Th,Transport Worker,33,40,Government,20629
21,Male,Diploma,Service Worker,1,20,Private Sector,29646
30,Male,Diploma,Sales Representative,10,50,Self-Employed,41896
46,Male,Diploma,Service Worker,26,45,Private Sector,42125
40,Female,Graduation,Sales Representative,18,45,Private Sector,24816
52,Male,10Th,Service Worker,34,40,Private Sector,46232
23,Male,Graduation,Sales Representative,1,50,Private Sector,21489
70,Female,Graduation,Other,52,10,Other,21597
25,Female,12Th,Administrative Assistant,7,50,Private Sector,20357
43,Male,Diploma,Transport Worker,23,45,Private Sector,35371
38,Female,Diploma,Security Officer,18,40,Government,71512
22,Female,Iti/Diploma,Service Worker,2,30,Private Sector,21430
33,Female,Graduation,Administrative Assistant,11,40,Government,36554
34,Male,Diploma,Professional,14,40,Private Sector,87841
65,Male,Iti/Diploma,Transport Worker,45,20,Private Sector,39278
50,Male,12Th,It Support,32,15,Private Sector,31726
29,Male,Graduation,Sales Representative,7,48,Private Sector,43815
25,Male,12Th,Transport Worker,7,40,Private Sector,41606
54,Female,Diploma,Administrative Assistant,34,40,Private Sector,28347
49,Male,12Th,Administrative Assistant,31,40,Private Sector,95509
44,Male,Diploma,Machine Operator,24,40,Private Sector,47429
24,Female,10Th,Service Worker,6,40,Private Sector,38977
25,Male,Graduation,Sales Representative,3,38,Private Sector,33320
65,Male,12Th,Transport Worker,47,20,Government,47179
56,Male,12Th,Manager,38,45,Self-Employed,30482
39,Male,Post Graduation,Professional,15,60,Self-Employed,101729
23,Female,Graduation,Professional,1,40,Private Sector,30239
20,Female,Diploma,Service Worker,0,20,Private Sector,47845
24,Male,10Th,Technician,6,40,Private Sector,42077
41,Male,Diploma,Manager,21,50,Private Sector,109094
40,Male,Diploma,Agricultural Worker,20,50,Self-Employed,42747
55,Male,12Th,Technician,37,50,Private Sector,68635
38,Female,12Th,Administrative Assistant,20,48,Private Sector,46868
23,Female,12Th,Administrative Assistant,5,40,Private Sector,35680
44,Male,Graduation,Manager,22,50,Private Sector,45064
45,Male,Diploma,Technician,25,40,Private Sector,81464
20,Female,Diploma,Administrative Assistant,0,12,Self-Employed,43301
29,Male,12Th,Service Worker,11,40,Private Sector,31108
43,Male,12Th,Security Officer,25,40,Government,32657
30,Male,12Th,Machine Operator,12,40,Private Sector,20333
28,Female,Diploma,Administrative Assistant,8,38,Government,46605
31,Male,12Th,Manager,13,40,Private Sector,66179
52,Female,12Th,Technician,34,40,Private Sector,45788
36,Female,Graduation,Professional,14,50,Private Sector,69471
38,Male,12Th,Technician,20,45,Private Sector,38241
66,Male,Diploma,Other,46,40,Other,49634
63,Male,Iti/Diploma,Agricultural Worker,43,40,Self-Employed,21402
21,Male,Diploma,Service Worker,1,35,Private Sector,46111
33,Male,12Th,Administrative Assistant,15,40,Government,46488
46,Female,Diploma,Professional,26,50,Government,26425
20,Male,Diploma,Other,0,20,Other,47475
47,Male,Graduation,Sales Representative,25,60,Self-Employed,47099
33,Male,Phd,Professional,5,55,Private Sector,118130
66,Male,10Th,Other,48,30,Other,20681
20,Female,Diploma,Administrative Assistant,0,30,Private Sector,48091
28,Male,12Th,Service Worker,10,40,Private Sector,37992
46,Female,12Th,Service Worker,28,28,Private Sector,20829
25,Male,Diploma,Sales Representative,5,45,Private Sector,44842
37,Male,12Th,Technician,19,40,Private Sector,49714
31,Male,10Th,Technician,13,60,Self-Employed,23914
49,Male,12Th,Technician,31,40,Private Sector,25511
22,Male,Diploma,It Support,2,20,Government,40569
52,Female,Iti/Diploma,Service Worker,32,20,Private Sector,148480
29,Female,Iti/Diploma,Manager,9,50,Private Sector,40596
18,Female,12Th,Service Worker,0,20,Private Sector,35983
31,Male,Diploma,Manager,11,35,Government,41468
23,Female,Diploma,Service Worker,3,35,Private Sector,49718
27,Female,Iti/Diploma,Other,7,40,Other,121101
54,Male,10Th,Sales Representative,36,65,Self-Employed,23843
50,Female,12Th,Service Worker,32,49,Government,38868
46,Male,Post Graduation,It Support,22,40,Private Sector,90017
24,Female,Graduation,Agricultural Worker,2,40,Private Sector,23043
18,Female,12Th,Other,0,18,Other,30464
49,Male,12Th,Service Worker,31,45,Self-Employed,36907
54,Male,12Th,Technician,36,40,Government,104068
41,Male,Graduation,Manager,19,60,Private Sector,63105
49,Male,12Th,Administrative Assistant,31,40,Private Sector,30058
36,Female,Graduation,Professional,14,35,Government,45281
23,Male,12Th,Transport Worker,5,40,Private Sector,20862
63,Female,Diploma,Service Worker,43,40,Private Sector,26165
67,Male,12Th,Sales Representative,49,40,Private Sector,88830
23,Male,12Th,Technician,5,40,Private Sector,28577
22,Male,Graduation,Professional,0,40,Private Sector,31268
66,Male,Iti/Diploma,Administrative Assistant,46,30,Private Sector,23225
25,Male,12Th,Technician,7,50,Private Sector,48969
30,Female,Diploma,Machine Operator,10,20,Private Sector,38572
35,Male,12Th,Transport Worker,17,40,Private Sector,22672
67,Male,10Th,Manager,49,40,Self-Employed,39306
30,Male,12Th,Technician,12,40,Private Sector,30760
26,Female,Diploma,Machine Operator,6,38,Private Sector,20881
34,Male,12Th,Machine Operator,16,40,Private Sector,30000
21,Male,Diploma,Sales Representative,1,40,Private Sector,31556
18,Male,12Th,Technician,0,10,Private Sector,22993
21,Male,12Th,Technician,3,40,Private Sector,46682
70,Male,10Th,Professional,52,40,Self-Employed,47528
51,Male,Diploma,Security Officer,31,70,Government,27845
26,Female,12Th,Machine Operator,8,56,Private Sector,35494
18,Female,12Th,Service Worker,0,25,Private Sector,35189
18,Male,12Th,Other,0,40,Other,21506
34,Male,Iti/Diploma,Machine Operator,14,50,Private Sector,39300
59,Female,12Th,Manager,41,40,Private Sector,43092
55,Male,Graduation,Manager,33,45,Private Sector,117845
33,Male,Diploma,Agricultural Worker,13,72,Self-Employed,24505
25,Female,12Th,Service Worker,7,10,Private Sector,37478
48,Female,12Th,Machine Operator,30,10,Private Sector,23397
64,Female,Graduation,Sales Representative,42,10,Private Sector,35113
47,Female,Post Graduation,Professional,23,45,Government,94059
26,Female,Diploma,It Support,6,40,Private Sector,39520
36,Male,Iti/Diploma,Professional,16,48,Private Sector,51324
21,Male,12Th,Agricultural Worker,3,40,Private Sector,27134
54,Female,10Th,Other,36,25,Other,44860
30,Male,12Th,Machine Operator,12,44,Private Sector,21769
41,Male,12Th,Technician,23,40,Self-Employed,21471
53,Female,Post Graduation,Other,29,35,Other,115590
34,Male,Diploma,Sales Representative,14,30,Private Sector,37789
20,Female,Diploma,Other,0,35,Other,48980
24,Male,10Th,Sales Representative,6,49,Private Sector,30992
26,Female,Graduation,Professional,4,20,Private Sector,39814
25,Female,12Th,Administrative Assistant,7,48,Private Sector,22915
35,Female,Diploma,Sales Representative,15,36,Private Sector,33642
41,Male,Diploma,Technician,21,40,Private Sector,119969
33,Male,12Th,Technician,15,40,Private Sector,33255
18,Female,Diploma,Service Worker,0,25,Private Sector,22718
27,Male,12Th,Administrative Assistant,9,38,Self-Employed,37795
32,Female,12Th,Service Worker,14,35,Private Sector,33169
51,Male,12Th,Service Worker,33,40,Government,31079
38,Female,Iti/Diploma,Administrative Assistant,18,40,Private Sector,27301
41,Female,Diploma,Transport Worker,21,25,Government,27018
26,Male,Diploma,Technician,6,40,Private Sector,44318
38,Male,Iti/Diploma,Manager,18,35,Self-Employed,30364
54,Male,10Th,Manager,36,45,Private Sector,85077
30,Female,Graduation,Professional,8,60,Private Sector,30115
31,Female,Diploma,Manager,11,30,Private Sector,21056
26,Male,Graduation,Professional,4,40,Government,28894
70,Male,Phd,Professional,47,10,Self-Employed,23550
29,Male,Post Graduation,Transport Worker,5,40,Private Sector,22006
61,Male,12Th,Manager,43,50,Private Sector,82206
24,Female,Diploma,Sales Representative,4,45,Private Sector,38596
22,Male,12Th,Other,4,30,Other,23440
34,Male,Iti/Diploma,Professional,14,40,Private Sector,32452
42,Male,Diploma,Technician,22,40,Private Sector,37255
24,Male,12Th,Technician,6,40,Private Sector,22994
42,Male,Iti/Diploma,Sales Representative,22,40,Self-Employed,23116
27,Male,12Th,Technician,9,40,Government,21032
39,Female,Graduation,Professional,17,50,Government,56557
20,Male,12Th,Service Worker,2,40,Private Sector,29022
51,Female,12Th,Service Worker,33,40,Private Sector,43181
68,Male,Graduation,Sales Representative,46,30,Private Sector,45776
28,Male,12Th,Machine Operator,10,48,Government,32536
43,Female,12Th,It Support,25,40,Private Sector,29524
35,Male,Diploma,Technician,15,40,Private Sector,48038
44,Female,12Th,Administrative Assistant,26,40,Private Sector,25368
41,Male,Graduation,Service Worker,19,40,Private Sector,26323
44,Male,12Th,It Support,26,45,Private Sector,107571
20,Female,12Th,Administrative Assistant,2,40,Private Sector,36144
46,Male,12Th,Technician,28,75,Private Sector,75943
27,Male,Iti/Diploma,Transport Worker,7,70,Self-Employed,141601
32,Male,Diploma,Service Worker,12,50,Private Sector,38003
46,Male,Diploma,Sales Representative,26,50,Private Sector,30712
26,Male,12Th,Service Worker,8,24,Private Sector,31726
20,Female,Diploma,Administrative Assistant,0,40,Private Sector,34638
36,Female,12Th,Agricultural Worker,18,40,Private Sector,43847
49,Male,Graduation,Manager,27,40,Private Sector,118936
32,Male,12Th,Manager,14,55,Private Sector,70456
32,Male,Graduation,Professional,10,50,Private Sector,66078
49,Male,Graduation,Technician,27,40,Private Sector,85482
36,Male,12Th,Transport Worker,18,45,Private Sector,43608
22,Male,Diploma,Service Worker,2,25,Private Sector,24797
52,Female,12Th,Administrative Assistant,34,40,Government,38075
42,Male,12Th,Manager,24,50,Private Sector,124817
22,Male,Diploma,Other,2,40,Other,47788
70,Female,12Th,Service Worker,52,16,Private Sector,44594
30,Female,Graduation,Professional,8,40,Government,20986
44,Male,Diploma,Service Worker,24,40,Private Sector,31666
23,Female,Graduation,Sales Representative,1,45,Private Sector,35712
22,Male,Diploma,Sales Representative,2,20,Private Sector,46720
59,Male,Graduation,Administrative Assistant,37,60,Private Sector,46902
46,Female,12Th,Professional,28,40,Private Sector,20152
30,Male,Iti/Diploma,Service Worker,10,40,Private Sector,40808
64,Female,10Th,Service Worker,46,30,Government,43965
31,Female,Diploma,Sales Representative,11,40,Private Sector,37707
64,Male,12Th,Service Worker,46,20,Private Sector,30280
45,Female,12Th,Machine Operator,27,40,Private Sector,41502
59,Male,12Th,Machine Operator,41,40,Private Sector,96953
32,Female,12Th,Administrative Assistant,14,40,Private Sector,43598
43,Male,Graduation,Machine Operator,21,40,Private Sector,31723
66,Female,10Th,Other,48,20,Other,25819
23,Male,Diploma,Sales Representative,3,45,Private Sector,46794
49,Male,12Th,Technician,31,40,Self-Employed,32697
32,Male,12Th,Machine Operator,14,40,Private Sector,31627
49,Female,Iti/Diploma,Manager,29,40,Private Sector,47692
33,Male,Diploma,Professional,13,40,Private Sector,49285
28,Female,Post Graduation,Professional,4,80,Private Sector,29881
47,Male,12Th,Sales Representative,29,40,Private Sector,29533
41,Male,12Th,Service Worker,23,40,Private Sector,46409
34,Male,Post Graduation,Manager,10,40,Government,75192
25,Female,12Th,Service Worker,7,35,Private Sector,28525
20,Female,Diploma,Other,0,40,Other,24687
21,Female,Diploma,Sales Representative,1,15,Private Sector,27363
25,Male,12Th,Agricultural Worker,7,30,Private Sector,25161
46,Male,10Th,Service Worker,28,40,Private Sector,34503
37,Male,10Th,Technician,19,40,Private Sector,46632
41,Male,Diploma,Technician,21,56,Private Sector,126460
44,Male,12Th,Administrative Assistant,26,50,Private Sector,33135
30,Male,12Th,It Support,12,40,Private Sector,99353
54,Male,Diploma,Machine Operator,34,40,Private Sector,24068
35,Male,12Th,Agricultural Worker,17,80,Self-Employed,45952
58,Female,12Th,Other,40,12,Other,39504
21,Female,Diploma,It Support,1,25,Private Sector,48864
35,Male,Post Graduation,Sales Representative,11,40,Self-Employed,149290
35,Male,Post Graduation,Professional,11,80,Private Sector,114275
19,Male,Diploma,Technician,0,20,Private Sector,46256
48,Female,12Th,Manager,30,40,Private Sector,48510
56,Male,Diploma,Other,36,40,Other,27340
65,Female,Diploma,Technician,45,35,Self-Employed,20852
40,Male,Graduation,Administrative Assistant,18,35,Private Sector,43879
26,Female,12Th,Administrative Assistant,8,40,Private Sector,28244
45,Male,Diploma,Manager,25,40,Private Sector,44935
26,Male,Diploma,Technician,6,40,Private Sector,29863
32,Male,12Th,Administrative Assistant,14,40,Private Sector,38528
35,Male,Graduation,Manager,13,50,Private Sector,64614
22,Male,Diploma,Technician,2,48,Self-Employed,37734
37,Female,Iti/Diploma,Professional,17,38,Private Sector,28636
25,Male,Graduation,Technician,3,40,Private Sector,30530
64,Male,10Th,Transport Worker,46,53,Private Sector,32949
46,Male,Iti/Diploma,Manager,26,48,Private Sector,62838
30,Male,12Th,Service Worker,12,27,Private Sector,44447
63,Male,Iti/Diploma,Manager,43,40,Private Sector,122253
51,Male,12Th,Security Officer,33,40,Government,85237
68,Male,10Th,Manager,50,16,Self-Employed,22471
36,Male,Phd,Professional,8,50,Private Sector,32786
28,Male,Diploma,Manager,8,50,Self-Employed,37042
41,Male,Diploma,Sales Representative,21,40,Government,43192
47,Male,Diploma,Professional,27,40,Private Sector,29493
22,Female,Diploma,Service Worker,2,30,Private Sector,36097
33,Male,Graduation,Other,11,80,Other,22864
34,Male,Post Graduation,Professional,10,40,Self-Employed,144713
46,Male,Graduation,Professional,24,40,Government,137425
28,Female,Diploma,Administrative Assistant,8,40,Private Sector,29936
36,Male,12Th,Technician,18,52,Private Sector,50980
18,Female,Diploma,Sales Representative,0,20,Private Sector,43273
33,Male,Post Graduation,Professional,9,50,Government,52753
51,Male,12Th,Transport Worker,33,60,Private Sector,126079
56,Male,12Th,Manager,38,35,Self-Employed,26305
54,Female,12Th,Administrative Assistant,36,40,Private Sector,47721
29,Female,12Th,Manager,11,40,Private Sector,30613
40,Female,Diploma,Service Worker,20,80,Private Sector,43211
53,Male,Post Graduation,Manager,29,65,Private Sector,66882
22,Male,12Th,Service Worker,4,35,Private Sector,23249
33,Male,12Th,Machine Operator,15,40,Private Sector,82307
28,Male,12Th,Transport Worker,10,50,Private Sector,43552
63,Female,Diploma,Professional,43,12,Private Sector,31748
53,Male,Phd,Professional,25,60,Government,98635
37,Male,10Th,Technician,19,50,Private Sector,49386
50,Male,Diploma,Manager,30,40,Government,21901
22,Male,12Th,Technician,4,40,Private Sector,33404
40,Female,Iti/Diploma,Administrative Assistant,20,40,Government,35189
22,Female,Graduation,Professional,0,40,Private Sector,111099
21,Male,Diploma,Professional,1,40,Private Sector,20634
25,Male,Iti/Diploma,Service Worker,5,40,Private Sector,49658
20,Female,Diploma,Technician,0,40,Private Sector,35200
43,Male,12Th,Transport Worker,25,40,Government,40289
29,Female,Iti/Diploma,Manager,9,50,Private Sector,36863
32,Male,Graduation,Sales Representative,10,40,Private Sector,103142
42,Male,Post Graduation,Sales Representative,18,50,Private Sector,121011
33,Male,12Th,Machine Operator,15,40,Private Sector,24076
27,Female,Diploma,Manager,7,40,Private Sector,102495
22,Female,Diploma,Other,2,40,Other,24242
29,Male,Diploma,Machine Operator,9,38,Private Sector,27076
29,Male,12Th,Transport Worker,11,40,Private Sector,48281
20,Female,Diploma,Manager,0,20,Private Sector,20280
35,Male,10Th,Administrative Assistant,17,40,Private Sector,42572
31,Male,Graduation,Professional,9,50,Self-Employed,133618
33,Male,12Th,Technician,15,50,Private Sector,43419
67,Male,Diploma,Manager,47,40,Private Sector,21364
46,Male,Diploma,Professional,26,10,Private Sector,38902
45,Female,10Th,Machine Operator,27,40,Private Sector,104753
18,Male,12Th,Sales Representative,0,20,Government,23286
35,Male,Graduation,Manager,13,70,Private Sector,95628
48,Male,Graduation,Manager,26,40,Self-Employed,84461
49,Female,12Th,Machine Operator,31,40,Private Sector,43469
20,Female,Diploma,Sales Representative,0,40,Private Sector,41004
27,Male,12Th,Machine Operator,9,46,Private Sector,26904
64,Male,Diploma,Technician,44,20,Private Sector,42341
53,Male,Diploma,Technician,33,40,Government,43580
52,Female,12Th,Administrative Assistant,34,40,Private Sector,32563
29,Male,12Th,Technician,11,55,Private Sector,38669
32,Male,12Th,Technician,14,40,Self-Employed,93722
48,Female,Graduation,Professional,26,20,Self-Employed,139918
30,Male,Diploma,Technician,10,40,Private Sector,35793
34,Male,12Th,Service Worker,16,20,Private Sector,21552
19,Male,Diploma,Other,0,50,Other,44873
39,Male,12Th,Professional,21,50,Private Sector,28541
28,Male,12Th,Service Worker,10,40,Private Sector,36646
18,Female,12Th,Sales Representative,0,10,Private Sector,36473
54,Female,Graduation,Professional,32,50,Private Sector,27816
24,Male,Diploma,Sales Representative,4,40,Private Sector,46658
25,Female,12Th,Manager,7,40,Private Sector,47005
25,Female,12Th,Service Worker,7,12,Private Sector,20756
48,Female,Diploma,Manager,28,40,Government,129423
24,Female,Graduation,Sales Representative,2,40,Private Sector,22543
31,Male,Diploma,Sales Representative,11,50,Private Sector,24784
47,Male,Diploma,Technician,27,40,Private Sector,58226
45,Male,Graduation,Manager,23,40,Private Sector,87490
19,Female,Diploma,Administrative Assistant,0,25,Private Sector,29599
52,Male,Diploma,Sales Representative,32,50,Self-Employed,66013
52,Male,12Th,Administrative Assistant,34,40,Private Sector,24308
19,Female,12Th,Other,1,12,Other,39332
60,Male,12Th,Transport Worker,42,28,Private Sector,28317
43,Male,Post Graduation,Professional,19,50,Private Sector,124162
24,Female,Iti/Diploma,Service Worker,4,30,Private Sector,33009
20,Female,Diploma,Other,0,40,Other,38232
51,Female,12Th,Administrative Assistant,33,40,Private Sector,47419
38,Male,10Th,Technician,20,40,Self-Employed,24659
21,Female,Diploma,Administrative Assistant,1,10,Private Sector,28908
40,Male,12Th,Administrative Assistant,22,50,Self-Employed,68449
54,Female,Diploma,Manager,34,40,Private Sector,22259
35,Male,Graduation,Service Worker,13,50,Private Sector,29080
52,Male,12Th,Machine Operator,34,40,Private Sector,25519
53,Male,12Th,Manager,35,40,Private Sector,131796
56,Female,Diploma,Other,36,40,Other,20055
35,Male,12Th,Technician,17,40,Private Sector,46677
43,Female,Diploma,Sales Representative,23,42,Self-Employed,22641
29,Male,Graduation,Technician,7,40,Private Sector,46652
29,Male,12Th,Transport Worker,11,65,Private Sector,42341
27,Female,12Th,Service Worker,9,40,Private Sector,48402
58,Male,Graduation,Administrative Assistant,36,40,Private Sector,27933
64,Male,12Th,Service Worker,46,18,Private Sector,48864
53,Female,12Th,Administrative Assistant,35,32,Private Sector,33495
21,Female,12Th,Administrative Assistant,3,30,Private Sector,47904
40,Male,Iti/Diploma,Manager,20,30,Self-Employed,33579
52,Male,Phd,Professional,24,40,Government,92668
38,Male,Iti/Diploma,It Support,18,50,Private Sector,41591
40,Female,Diploma,Other,20,30,Other,42302
39,Male,12Th,Manager,21,40,Private Sector,42280
56,Female,Post Graduation,Other,32,50,Other,140581
68,Male,Phd,Professional,40,55,Private Sector,63934
24,Male,12Th,Sales Representative,6,38,Private Sector,36374
40,Male,Post Graduation,Professional,16,50,Self-Employed,84957
43,Male,Post Graduation,Professional,19,80,Self-Employed,106310
38,Female,Graduation,Manager,16,70,Private Sector,22155
45,Male,12Th,Sales Representative,27,40,Private Sector,137892
18,Male,12Th,Machine Operator,0,55,Private Sector,32857
57,Male,Post Graduation,Manager,33,50,Government,108371
49,Female,12Th,Service Worker,31,35,Private Sector,47304
25,Female,Diploma,Manager,5,40,Private Sector,41686
52,Male,Diploma,Administrative Assistant,32,40,Government,35595
56,Male,10Th,Technician,38,56,Private Sector,48122
26,Male,Diploma,Sales Representative,6,48,Self-Employed,26157
19,Female,12Th,Technician,1,40,Private Sector,29573
25,Female,Graduation,Administrative Assistant,3,40,Self-Employed,27158
25,Female,12Th,Administrative Assistant,7,30,Private Sector,23155
21,Male,12Th,Sales Representative,3,45,Private Sector,26791
48,Male,10Th,Technician,30,40,Self-Employed,20295
33,Male,Post Graduation,Professional,9,60,Government,23483
31,Male,12Th,Security Officer,13,40,Government,25755
26,Male,12Th,Agricultural Worker,8,65,Self-Employed,31504
37,Male,Graduation,Professional,15,38,Government,42624
29,Female,Diploma,Other,9,30,Other,36111
20,Male,Diploma,Service Worker,0,20,Private Sector,34695
28,Male,Diploma,Sales Representative,8,60,Private Sector,25323
49,Female,12Th,Administrative Assistant,31,20,Private Sector,36787
70,Male,10Th,Other,52,10,Other,38321
49,Male,Post Graduation,Manager,25,40,Private Sector,146151
51,Female,Diploma,Professional,31,40,Private Sector,61273
40,Male,Diploma,Sales Representative,20,40,Private Sector,32277
24,Female,Iti/Diploma,Machine Operator,4,40,Private Sector,29513
18,Male,12Th,Sales Representative,0,24,Private Sector,43970
41,Male,10Th,Transport Worker,23,40,Private Sector,86290
46,Male,12Th,Administrative Assistant,28,40,Private Sector,147669
46,Female,12Th,Administrative Assistant,28,40,Private Sector,34231
64,Male,10Th,Transport Worker,46,40,Private Sector,120945
50,Male,Post Graduation,Professional,26,40,Self-Employed,87713
53,Male,Post Graduation,Professional,29,36,Government,129117
21,Male,12Th,Technician,3,40,Private Sector,36617
22,Male,Diploma,Service Worker,2,25,Government,33082
37,Female,Graduation,Manager,15,45,Private Sector,57228
39,Male,Post Graduation,Professional,15,55,Government,68847
30,Male,Graduation,Sales Representative,8,40,Private Sector,25592
25,Male,Graduation,Professional,3,40,Private Sector,42845
26,Female,Diploma,Manager,6,40,Private Sector,35658
43,Male,Graduation,Sales Representative,21,50,Private Sector,23417
59,Female,12Th,Administrative Assistant,41,60,Private Sector,31861
27,Female,12Th,Administrative Assistant,9,40,Private Sector,35805
55,Male,10Th,Technician,37,40,Private Sector,64727
20,Male,Diploma,Service Worker,0,12,Private Sector,25588
25,Female,Iti/Diploma,Professional,5,36,Private Sector,27812
28,Male,Iti/Diploma,Service Worker,8,40,Private Sector,36139
29,Male,Graduation,Sales Representative,7,50,Private Sector,37753
60,Male,12Th,Sales Representative,42,40,Private Sector,69034
37,Female,Graduation,Professional,15,50,Government,103428
25,Female,12Th,Sales Representative,7,40,Private Sector,28298
27,Male,Diploma,Technician,7,60,Private Sector,40807
50,Male,Graduation,Manager,28,40,Government,51964
41,Male,Diploma,Agricultural Worker,21,70,Self-Employed,32048
46,Male,10Th,Technician,28,47,Private Sector,40126
35,Female,Iti/Diploma,Service Worker,15,40,Private Sector,25879
21,Male,Diploma,Other,1,40,Other,39859
35,Female,12Th,Other,17,60,Other,49556
40,Male,12Th,Service Worker,22,40,Private Sector,46304
49,Male,Graduation,Manager,27,40,Private Sector,108627
29,Female,Graduation,Professional,7,50,Private Sector,27284
43,Female,Graduation,Professional,21,40,Government,36826
39,Male,Iti/Diploma,Transport Worker,19,60,Private Sector,40307
35,Male,12Th,Service Worker,17,60,Private Sector,26876
52,Male,Diploma,Machine Operator,32,40,Private Sector,29095
25,Male,Diploma,Service Worker,5,40,Private Sector,40062
20,Female,12Th,Machine Operator,2,30,Self-Employed,37220
46,Female,Diploma,Service Worker,26,10,Private Sector,49176
24,Male,Graduation,Manager,2,40,Private Sector,20738
29,Male,Graduation,Technician,7,30,Private Sector,47983
21,Male,Diploma,Service Worker,1,40,Private Sector,44901
37,Female,Graduation,Manager,15,50,Government,36012
43,Male,12Th,Administrative Assistant,25,40,Government,28993
19,Female,12Th,Administrative Assistant,1,26,Private Sector,21192
47,Male,12Th,Sales Representative,29,45,Private Sector,21620
61,Male,12Th,Transport Worker,43,45,Private Sector,84024
21,Male,Iti/Diploma,Other,1,55,Other,48638
35,Male,12Th,Service Worker,17,60,Private Sector,29342
60,Male,10Th,Service Worker,42,40,Private Sector,46947
